title,category,text,text_clean,file_name
"FOR MADRAS, caling at the Cape of Good",Classified ads,"IWOR hMADRAS, cating at the Oape of Good
			Passengers.-The DIAMOND, 578 tons regster. AbIEXANDFiR &SiEWART, Commander, loading In tbe Loadon Docks. wilU leave Sh Docks pmnctusMly on the 7th November. and wiL take In goods all day onthe6th (Monday). Parties bavingengiged toBlair food5 by her are requested to send them alongside as early as poss b e. Thereox WRom for a few intermediate and steera ge pasengers. For freight or 1,e a. ly t. W 8 Linds hurh ;o toW. 0. Woung,
			O OR SYDNEY direct (last shipping day the 24th
			No lovemberl, being under charter to tier Ma)esty's migratfon mmlasl""oTes, and has only room for a few tone of goods, the dune Seast- late British-builthilo MIDJ.uOTHIAN, Al. 530 tons register .JS. OIBSON, Comrmander; lying in the London Dock. This sPiend d ist-dclass ship bag a regular poop, with seferior accommodations for
			raV arries oan expertenced surgeon, and rsnil call at Plsmoutn to emnbark ilor fright or pwsage appiy to Captain Gibson. at the Jeru- aalem Coffeehou. e; or to Lachians :nd Mt'Leod, 62. Cornhill.
			A USTRALIAN LINE of PACKET SHIP, to saU
			.^. punctually the 20th November.-For SYDNEY direct, the lenddfas-oailng a uo~rAQIONI A 1 regster350 tons, aliAltIeaddiztSJOf4Fim,omma;eSn3eLr;l,OySing& inthe pLondon DoCks
			~TI5 his hp Imax most elegantased commodious accormmedations Sor cabin hiternmediate, end steerage passengers For terms of fight end
			eage apply to Henry ani C.alvort 'iohnin. 31. Groat it. Ilden's; or sfloDeviC and Moore, 9. BsDster-street. l'he next Mal Bactit wil sail en the Ist OS Decesmbsr, anetm be sceedem by the Sydney Packet on
			-MIGRATION to AUSTRALIA.-The under-
			sikned wil desptch tile fine rst-class barque BIR CHARELES 0RBES, burden o50 tons 'WILLIAM HENRY PBYNfN, Com- ,ander, for PORT ADELAlDB. h I7th November. This ves hs a ell peep, and is expressly fitted tor tbo acco)mmodation of cabin inter- ediate. andatecrage p engere. Eile will be equipped in conformity er.itb tEe Coyermm3ent regulatilons. and evesy attention paid to secure omfort on tics vnyago. An oxperieneed surgeon will be appotnted to the sblp. With the view of affording every facility to settler, nd emi- grnca tile torn of passge are reduced to the lowest3 possible scale con- Matent wilth comtort and rsotbilly For further pattcular appl-
			stlon to be m3ae to lDevitt a3d 31oore, 9, BDliter-street.
			~ OR SWAN RIVER, (Western Australia,) the
			fine. la aln,newly copporeel barque 3MEROPE. JAMES Al Sne, Csbander. no load ing IniKabsherines Docks;having the greater part 611cr cargo engaged, will sail on the 6th of November. A few7 cbin pes.sslgers oan be accommodated at moderatie rates. For
			Ireight o sgaptCtHa I}3rding. on board * or to Mr. J. W.
			o bss lately retumed from Western Austraia. and will give information respecting the colony.
			A I4ERIOAN MAIL STEAMERS for NEW
			YOnR to leave Southampton on the 20th of every month.
			The HRItMANN. Capt. CRABTREE 20th November. 2 p.m. The WAsEaI?OTON, Capt. JOHNSiON. 2th December.
			Full first class passage 30 guineas second class �620, wilthout wines or uora. An experienced surgeon on boarnL Apply to the agents, E. tiner, 57, Threadneedie-street, London, or to J. B. Croskey. United Bate uonsul. Southampton.
			* MERICAN SHIP.-For NEW ORLEANS, to
			sai the IS:hof November.tile fastsatiing first-class American nhip MO0SELIOIB-burden 1000O tons. copperedand eopper-fastened, ABRAHIAM SCO.MBIBY, Uoemander; lying in the London Dock. This ship has a poop cabin. whh excellently woll ventilated between deecks fur the accommod.ation of intermeliatesand steerage passengern. For terms of freight or paes-'gc apply to Captain SoTmerby, on board; *r to Charles Cumin, 4. King's Arena-buildings, 'Change-alley, Coruhli.
			T~1OR VALPARAISO direot, last shipping day
			.3j Wednesday, the 1st November. the ship being unavoidably de- ksined tUi that date tbo fins fset-sailing coppered barquie TAY CJapt. JOHN LANG WIJ:L. 512 tons register; isyingt the West India bock,. Has etcellent acconmmodation for passongess. For terms of freight or yas sago apply to Ci. and A. Herring and C o., 04, Cornhili, or Washing- 20n-bulldinrs, Brunswick-street, hiverpooL
			M[ADEIRA REGULAR PACEETS.-The brig
			J-V"" COMtET. Captain JOHN AJUTHI, is on her way to Porte- 3DouUt. 3nd wili sail fromn there on the 6th Novemnber.
			Th.elbrigfLlPShI, 240d tons,AIJ 12gears, Captain C. B. DAVIS, wI11 all again in November.
			es2 half-prince.These fine�pnacketsseail eevedrnymonth, and are fitted ex- wceeolyfor the comfort and convenience of InvaLids and other passengem .. )'or frSigbt or passage apply to W. h. Kt3gden. Lloyd's; or at Josee h Eold's, 3, Sun-court, tCornbull.
			rI OTICE to PASSENGERS for MADEIRA.-
			The packet BRILLIANT, J. W. BEWTON, Commander, ving just returned from Madeira, after a quiek Paesau g out aud home ef only 22 days, wll again leave Southampton on the 7 of Noveomber.
			or terms of psasage apply to Mr. T. illt High-street Soutbampton; or Herey an 1 Culvert Touos3in, 31. Great At. helen's, Bishopsgate-st.
			mo FAMILIES ABOUT to PROCEIED to the
			TMEDITERRtANEAN.-Extra steamer to Malta and Corstan- lnople.-The Peninsular and Oriental Steam Navigaton Company In- tend to despatob their steamer TAGUS, of 900 tons and 200 borne- tower, from Southampton. on Wednesday, the 15tb of November lext. This ssel Is intended to ply to Trebizond and the ports in the Black Ce. The Tarus bas excellent accommodation for assen er-Penin- nular and Oriental Steam Navigation Company's Omce, 12:.Leadenhall- street. IOtb October, I848.
			* A NT WELP, Brussels, Cologne, Hamburgh,
			13..Berlin, Lelpzic. Dresden, kc.-Reduoed Fares: chief cabin,
			ls. ; fore cabin, �1.-London to Cologne In 3D bours.-(Sea pas- age seven bourn ouiy.)-The Antwoer Company's powerful splendid, anid very favourite stes-ohIp.ANT WERPE TOMAS JAxKSON. Commuander, leaves the St. Katharine-wharf, Tower, every 8unday mnorning at 9, retursing from Antocerp every Wednesday morning at II. Travellers maY proceed by railway from Antwerp to Cologne. llam- hurgh, Berlin. Leipzlc, Dresden, Jcc., with the short eapassage of seven lours only. Carriages and horses may be sent to the wharf up too ore lour before the time of starting. All applications for ths shipment of r oodgmmust be made to the lendon agent,, ll�eassr.. Lightby and Simon.
			12,Fenchurch-stseet, where, as well as ato the Packet office, 33. Rle- gent-giroas, Piccadilly, bertha may be secered. and every inforrmatien .b5ais,e,s
			f -ALAIS and BOULOGNE direct, in eight hours,
			-Reducod Fares.-The most economical. convenient, and expe- da10s }Route.-The General Steam Nang3eion Company's newm and aelitlross steam ship AISO1N. of 600 tons burden. Is appointed to I-ave London.bridge.wbarf for BOULOGNE every Thursday morning:
			-merrow, Iov. 2. at 4;* 9, at 11;* 16, at 4; *and for CALAIS every hirsdavand S mid:y morning: TEhursday. at 4; Sunday, at 6 morning. metn r217s. fore cabicn, 85. A further Snformation caa be obtained as n2. Jhomb.rtt4trect, and 37. Regent-circus.
			G LASGOW vi., LIVERPOOb.-The ORION
			ADMIRAL, PRINCESS ROYAL. and COMMODORE. first elis steamers, from iverpool. everg Tuesgday. Thurnday. and atur- day, as follow, viz.:-To-morrov, 2 p.m. 4tb, Si p.m.; 7th. 6 n.; sib. 8p.m.; 11th 9pm.;14th, 1p.m.; 16th, 2 p.m.; latb, 3N.m. F ,res-abtn. lie. tatewarnS's ice. 5.)~ s teerage Os. Agents i n dverpool. Masrtin and Burns and Co., Osvii h'Ivor andCo., and RoebS. IAtmnnt- agent In London, J. Bi. 900rd, 62, Old Broad-street, where al9o full iniormation ma.i be had resptns the stem rcommunirction betwe ffka,gowY and the flirblnds.-seo Isradsb's Gulde. page 8W.
			_LASGOW and BELFAST viD FLEETWOOD.
			'"" -Winter Arrangement.-The finrt-das steamen RE. MXA- JESTY or ROYAL CO0SSORT leave FLEETWOOD for GLASGOW, iU Trooen evey Mtonday and Thursday Evening.
			BELa'AT vl5 FLEEETWOOD.-The Royal Malt Steam Ships HER MAJESTY and P2tINCESS ALICE lea%e FLEET WOOD for BEL- FAST every 2Monday, Wednesday, and Frlday Evening.
			The above steamers await the arrival of the 8'30 (mixed) -0 (express) amd 10 a.tn. (first-class) trains from Euston Station. ton on. See Scadshaw's Guide, pue 20. or applyatthe Royall all effif,460A, etrand; 8, 8t. SvithIns-lano, city; or to Kemp and Co.. Fleetwoed.
			Vf 0 SCOTLAND and BACK for �2 inoluding prO-
			lvisonls.-Redueed Fares, by the Dundee Pe& and LondonBhip- i Compan's steamers, from Downc!s-wharf:-Yian cabin, �2 8s.; ore� cabin,E �lQs.--including-provisiens. Return tickoets.entitlngpas- Kageato return all daye-first cabin 12s..second dittolus.. dditionaL
			Tile LONDON, Captain EWING. this day, Wov. 1.121 noon.
			Tho PiIRtTH. UaDtaln SPINK. WedneFday Novemnber 8. 10 aXL The LONDON. (Capain EWING. Wednesday. Nov. 15, 12 noon.
			A_plY at CbarDn'a otfice, Regent-tircus; 78. Corohllt Downe' whbar. Lgo,wer East SBdthfield.
			TBAM to CORK and PLYMOUTIH.-The Cork
			S Eam Ship CopaP3us's neowand splendid first-clas steam ,ipthe
			MargISOEIIADLte iaatnlwTOOlKER,wilssaQ evn humday ,ext.Movember2nt8a.mt t al t? IerL Cabinfarm to 'jodk Sy. - deck, lOs. to PY1afthI-.eabrun 23swdebck,7s. fd. Of ""oes, ,~ 37iidesissn street; 33, itegent eis,u Picadiiy. a nd Dublin, Bel.
			to1,bBer ticic and Cork steam-wharf, Lower eal Smitheield. o- gaureeaefeic;Rt on 1all elescrlptlens of geads at moderate Premiums
			ARGATE, Hlerne-bay, anid Ro.msgate . viW
			11Yargs-aio. at 10, from Lo nonbrl0gs.wharf. every UI?uessday. t5Aiy, *d Eaurd3, caEngat Jlrmunstekwhalrf, jBlackaiL at i ALs1 or ROYAL WILLAl; !otura%l troM o onMondaYs Wedwedays, and Fifdays, at 10, and from eraoeboy*at a&isarterto
			CoaChes from 7iertid-baY to Cantorbury lmmedlately on the aerival of tbe b&&c_Ofice, 33, Fish-street i hll.
			nnuKaxtORGAN to be SOID, a bargaiD, of
			g/fedoand powrer necessary for a large ehurcb and oS very eapl n esndadconstruction. Apply to Mr,BOwjss 9""hsteaent, 20, y# 3W �X41ett, /te zk aguw, .
			IF E. B- -wUl WR1TE ana say where bla
			I ftlend may gee him. It l be attende to. 11
			rV3O 0. G.-IRETURN instantly: eve g can
			*l be attefatiorir f arranged. Unleu you do so, yoo.wIll r, the death of lyour,nother. and the rauinofyaurmeif. Iteturn.s'hen,at once: I Lielore you to returm..
			JjJOST, from Wimbledou, on Thuir..lay or Milfy
			L me , to I leg E SETTMR DOG. V,over will briz2 lbo
			t. Talham. Ohaing-cross. wiU be budeomely R.FWAILDED.
			T.T0os , on Mondpy. morning last, betee. the
			ARE, uflagyrke& W .fh-XedWe -a4 An t.tY.e the 1bgtefap ih
			'A1154 baKW""s;Mrsek""Arrt euhtSo!ee h
			almo.WiTecefie THIX:81IAVLl3N RwAMDIT en -bT1i SS Ito .leV Juce and Causton.,47. Eautcba. ..
			T' OS'', a BILL of CAPE UlTI:G drawn by
			)rMe3eh Wiliterand Rich, ot London. and aseteiA by Obre Henfrey,! BirinnSgham, for thesum of 47 16&. datedt Sem~ er. 1841 ble a Me ipooner and to.4. I eondan. tabsend. with n lettento Masino Wintetand R-ih, and Vet Intothe Einnlngbaw pont
			oflico on September 9. dnco which trqim9 It naaet teen b-etado by e ither oftShe patles. PMarties are cstlonediagrgetlst 8m hgroabo
			L""1VE P0U.1NDS RI;WAI;.-rIOUSI, oi wset-
			.L aeAday hast, a OAISPE'T BAtG, coata(ilngo yanctes ct iron- mongary, Whoever wi)l bring theo above to 74, Weit Smltblield. nall rfeeive the above rewad.
			YPHIRTY POUNDS RN WALUX.-LST, otn Etai
			4t th ot October in Ohariette,,t?eet. Bedferdaqlre. aw t40.3 tTK o GLOB&DNOTF. N. 227. dated Augst 101S. Wboeter will bring the amne to Mr. Chapmnan, 264. QOord-street,a b1 receire the above reward. Payment is stoppe�at the Bank.
			NJOTICE.-Suich of theOHILD1:EN of GEOTA*J
			-J.COOO'PER, late of Skelton, neir the elty 4f York. farrier. de- ceased s are Dow alive, tnd tbo rsore,entatives of any such who hpve died gsnce the 6lth day of Octobe. 1848, are -requested to- 003tf MUNIOA^i& l meditely -with us; and intheeventofrtheir4dmlty being established vdll be informed of something to tbeir advartage.
			DONNER and WOODAiL, 8olleitorn, S3crsorouab. fBearboruAgh. oct. 27, 128.
			w~O'TICE.-The undersigned, appointed b1. tJhe
			.A. Orphans~ Court of the county of Bucks, in tho Stateof *nnyl.
			8.; to dlstrlbntothefndsarbringfromthessle of theAEDAZ il.TBof Caphain JOHN ROBBART8, hto of Ne* llritain Town.-
			,ix; Isaid countty.deceased. Tin the hUnds of SAMuel Danra, Ss-. te administrator of said decesed.to and among blehelma and iegalr* presentatsves, berebynolViIa alaimants to said eTate that be wtir- Ce ve tbe tropof evidence of their respective OLlIZIS on or e5ftoSe
			treda r 49. direced or made known to him as eocv InL the1boroegbof fioylestown,in said anUntYDdstate.
			R.D. Bysn entry,n-the famluy Blble etaal4easd,tnappar sih be wa bern in Ipawle, county of Suffolk. inglend. aLnd that In Ia youthhe4efthislraparnsnd Dime to the UnIted Elates of Atmerica under the ssumed name of John Robbarts i eal3namntebeing DarnalS Bare.,
			VVwlhzch a ppe4red ip tfhb .Tlrics nowopapcorwof the bth of May. tbe con rgneve of such 6oods per Jane Pinie, frem CaWlcutta. as hadve not Padd the ZRiEIG UT thereon, aLnd which WiS due en the 2sit April let, are
			lnfermeot that, inL the event of tbe ramne NOT! beleg PAID to tue ur der-!
			*s d by 4 o'clock TH1IS DAY, Ne-somber I, auch liOODS wvill bec Dut up to public BALI] by the charterer, and sold by him for the freight. due notice thereof bavingbcan given to the shippers by him.
			0X. aLDd A. HIIk:tRI N anid Co.. Brokers, 64<. Oornbiill. 400py oS AdveittoemenLt in The 'flees, the 6th 1iuy, 16848.
			""Conolgoese of the unsder-mentioned rice per Jane Jinie, a latin Booth. from Clcuetta, are lnfo*med, that unleos the freight be paild br. medisael5 the goods wililbe sold to defray the sa^me '-TR 1 000bags rce, anrd T BI. 582 bags of rkce, sblhpDcd bv Baboo Brejonaruth i)euLrr a crss. J over, W P' under, W on the left. P on the right. S o. 3. 250 bags of tablried, shdipped by i3oberdhone Mlullick-alt consigned toorder. ApplY to GL. anld A. Herring and Co., brokers, 64., Cornihtu.-Lendon, Ms~~~~ 4. 1$141V' ~ ~ ~ ~ ~ ha
			iAORED HIARMONIC SOCI13;TY, Exeter-hall.-
			k) THS EVENINt}v ill be performed MENDELSSOHN'a OAA- TOR10,. ELIJAH. nThcorchestra 'alit consist of above 600p rformers. Conductorr Mr. Costa. Tickets, I.; reserved rents tn the gaUery. 5e.; areal IDd.td.; to be had of she princial musieselera; of Mr. Bowley, o3. dharfirg.crors * orat the o0eetssiee, 6, Exeter-hall. o.ec
			5!FiOisi333REWB. non. see. -
			4ACRED HARMONIO SOCIETY, Exeter-hall.-
			ICA few ADDITIONAL RESERVED SEATS in theArea,atl0s. 60. each, hare been loaued for the performance of Elijab, To-morrow Even- inc. Applicatlons for them to be made at the Societygs olice, 0, Fxeter- haUll or to Mr. Bowley, 53, Charinvcros B
			HaoNS BRtEWEB, Rlon. 8ee
			T HE LONDON SACRED HARMONIC SO-
			CIETY will perform H]ANDEA's sublime ORATORIO the T a e atSSIAEA on Frdday evening next at Exeter-hal. Principal voeal performeiv *.-Mies Birch. Miss Doli,y Mr. Sims Beeves Mr. LeFdler. one Mr. B. Phillipe. Tcske,s. S,., s., and Is. eaeh, may be bad of the prindpal musicselers. Dooat open at 6 o'cloek, PerdSrmance to comn wet co at 7.-Sov. 1,1IS8. W. 8. A USTEN, HXon. Sec.
			M [R. SiMS REE1VES will SING} for the FIRtST
			1vLTJME at Exeter-baUliu the MESSIAH, On Friday evening next. Nov.31. TIckets, 84 So. and IH. each mayjbe obt3insedof the isrinripal mnslcselers,.andat theoffices of thei,ondon Sacred Harmonic Society. 376. Strand, and 9. Exeter-hall.-Nov. 1. 1848.
			fl AYDN's CREtATION will be .performed by
			iLthe Cee0an Soiety, at Albion-hal, London wall, to-morrow .* e-nidg, at 8 o'lock. Tickets, Is. each, may he had of Mr. Eempster, 116, Lon'lon-waU. Family subscription, fear tickets for each monthly concert, i: per annum.
			sINGING SCHOOL.- Apollonicon Rooms.
			Director-Mr. JOHN HULLAH.
			ELEMENTARY CLASSES.
			Clwas No. 8i, fer Ladies, to commence on Ilutsday evenng, November 7~ at 7 o'clock.
			CliEssNo. .82, forGentlemlen,to eonnmence ona Friday evening, No- vember 10 at a quarter pastS8 o'clock.
			'xTerms-s, for a oourse of 60 lesons, or tso Dpayments of 7a. Gd. eah.
			irketsa3Bd fcll particulasmeay be had at the Apollonicon tooms, 101,
			8t. Martin' s- a n . _ _ _ _ _ _ _ _ _ _ _
			O V E's ;ENTERTAINMENTS.- Kouday,
			LU Novemter 6. Mr. LOVE is engaged to 'ive an ENTERTAIN- MENT at.be Beaumont - nstitu ion. He wRil present his Voyaze to Hamburmb. with a Bteminiscence of By-gone Times. Pianoforte, H. S. May. Wednesdal. Nov. 8, ho wil appear at the Literary Institution, 1. l9dwardmstrect. Portman-iquare. Welshharp, Roberts. ariday, Nov. 3, be will deliver a Lecture at Horsbam ; and on Friday, Nov. 10, at Bromley.
			DIORAMIA, Regent's-park.-Notie.--The
			DPICTUREof St. MARK s at Vesieewill shortlybe REMOVED. AlsoDnow exhibiting, Mount Etna, in Sicily during an Eruption. Both ilcturos are seen under various effects of fightand ehade. Ope from tl tlil 4. AdmIttance 2s.; chldren uder 12 years, half-price.
			IEXNNA,-A spieadid PANORAMA of this ia-
			l erosting CITY Is novv OPEN ini Leieester-square, comibining all fhe cclitales v here'.the recent impOrtaDt events have occurred * alJ the rsss ces. cathedrals, dads, rivers Danube and Wien. and avast extent of surrounding country' extending to Hungary. The View of Part, taen during theperiod of the political late ocurrencee. i alo open. hut Athena will shortly be dosed.
			QUEEN AN.NB:, Qtueen Mary, Abd-el-Kader,
			na6M. Guizot, . Hudson. Eq.. Grist as Norms, Jenny iund ;ltward tbe Sixth, the benevolent Lope ius IX., Henry VII., Jnmes
			t,,the Heroes ardinge and Gongh, Mr. Macready, the whole in new and magnifcent costumes, ot up for the present season. A'- mission I., Napoleon Room, gd.-Madanie TUSSAUD and SONS, Barsar, Baker-street. Open from 11 ttll dusk and from 7 tiU 10. This Is one oftthe host exhibitions In tho metropells.""-Tho Time3.
			RDOYAL OOLOSSEUM.-Paris by Night.-Il
			kaddition to the numerous aitracttens of thts establishment now EXHIBITING, day and evening, a new GRAND PANORUA of PARIS by OONLI, GOl comprisls 40,000 square feet, produced under the direction of Mr. *lliam Brwell, and ted by r. Dan- son, in which all the localUies of the late insurrection can be distinctly traced. Open from half-past10 tll 6, and from 7 tUI half pastlo. Mufic From 2 til 5, and durnug the evenlng. Admission L; Caverns, is. Children and schools half price.
			R OYAL POLYTECHINIC INS;TITUTION.-
			t A LECTURE on SANITARY MEASURES connected with tho progress of uHOLEBR and other EPIDEMICS, by Dr. RYAN, dalay at half-pa<t 3, and on Monday, Wednesday, and Friday evenings, rt90e'lock. Also on the manacture of Gutta Pereba, by Dr.
			tiaclhoLbner, mornings and alternate evenings. An entirely new ent'lssni~msorla.by Child9. everr cvenhnat 8 o'lock, with appro- !fiate Muslc.-The Dissolving Viowrs,wSth Sstorlcal descriptions.- Lis
			Cbromsntrope. writh nevw effcts.-The Microscope at 1 o'clock daily.- Diver and Dtving-bcll.-Working Models explained. Admission Ls.;- rebools helf prlce. The new catalogue ls.
			rilHE ROYAL CHINESE JUNK, KEYING,
			m_ anned by a Chinese crew. This most interesting ehibitlon, which baabeen justlycaUedthe greatestnoveltyln Europe. hasbeen vited by Her Ma,esty the Queen, aU the Royal Famsily, and an Im- mense number ot perons. inoluding neari all the nobility and forelem of distinction In London. The R YINS is now OPE N for E2 BI- T}ON, from 10 to . in the East India Docks, adjoilning theraUlway and steam beat pier Blackwsll. Admission, 1F. Junk t scei, includ- ingtare and admssion, nre Issuedt by the Blacka and Eaotern Counties RaliwaY,. Conveyance alsO by emnibus, and by stear-boat from aU the pisers between Westminster and Woelwicb,sre 4. Catalogues obtain- able only on board. price 80.
			NALDWEL^L'S SOIEES DNSrANTES, every
			cht.-19, 20. and lfl, Dean-street, Soho.-Thelargest roomin Loo3doss. capable of accommnodating 1,000 persons, and the advantage ot practis5n6 with 60Oevory night. Admission tOd.; p er quarter, �1 1F. Sixt p Givate lessons, any hour of the day. �1 1I.
			G RATTA CUOOK's PROMENADE CONCERT
			�eand BAL NEGLIGE. 218, HIlgh Holborn, ylicensed pursnant to Ac of Parliment,) OPEN evera night, where wiUL be found, the
			best of e verything. The s Pacdous ball room has been en tirely r-m o- deled and re-decorated.v Do of orpen at half past 7 concert at 8, ball at 9 o'bcloCr, Admolsson as. Conductor-Grattan Cooke.
			OIREES DANSANTES.-M iso LEONORA
			KJ GEARY basthe honour of annoumncin t bat her select and agree- able EVESNIN PARTESE (so h5zhly pH,tronised dnvine the Peet season) are held every Tuesday and Friday evening, whenladies and gen- tiesnen have tho advantage ot acquiring an elegant profdcency in all the moetfashionable ball room dances. Tickeis for four solrOes one guinea, or for I2soirdes two guineas each. Private lessons at any hour of the day. -42, Great Mariborouzb-street.
			CLOIREE8 6eganltes et distingi~ei pour la VALSE,
			CPolkas, &c., wDIl be given by Mr. IIDNIY COltLIE at his spacious aSte of Rooms. 62, Great Mrlborough streee. Regent-street, tho Arst of whio'h will ta'xc place next Thoursday, November 2, 1S8, and rereat*d every Thuarsday, to commentce atg9 o'clock and ter;minate ati l o'k0c. subscription one guinea ror siX solrC'es. MZr. 0. begs to c03 tho partloa- lar atteatlon of lais and gemt'emen wvho take pleasure in this descrip- tion of entertalenueott,o she above.
			M ESSRS. MOTT and FRERE's SOIREE
			DANSANTE. at the Portland Rooms. Foley-street. Portland- lae,THIS EVENING, and every Wednesday during the season. S.B. Mer. Mott and Frero are now giving instruction at their aca- demy in all the fashionable dances of tne day, includlg the Redowa, Valso hlDeux Temps. Schettisehe,&c.. whoch have nowbecomeeofashion- able, and danced at Almack's and the nobiUty's bals last season. At- t,ndance all heuos dly.
			WALHALLA SALLE de VALENTINO, Leices-
			V ter-square.-Thl spacious and elegant SALOON is OPEN everyevening. Tho llghtng, ventilation, and the whole of the deco- rations and appointments call forth the admiration of the thousands who attend. A1 lovers of dancing are invited to visit tkis delightful Temple of TerpfAchore. The dandcng Is regulated by four masters of the cereMones in full costume. The new and muec-admired quadrillec
			JeannetteandJeannot,""every evening.Mulc31Conductor.Herr RedL r oors open at aquarter-past S. Dancing to commenoe at hal-past 8, and to conLlude b""al-past 11. Admiloan Is.
			T AURENT's CASINO, Royal Adelaide Gallery,
